solar_size,prod_cost_wt,hour,demand_kWh,dual,marginal_plant,marginal_type,technology_cost,emissions,flat_unit,flat_unit_eff
0,0.8,4,4254305.47,1.431778361627547,Zvornik,hydro,485841414.6440354,74790981.00726643,TENT B1,4.345106344581518
0,0.8,5,4204547.512,1.3970704745752132,HEDJ 2,hydro,485841414.6440354,74790981.00726643,TENT B1,4.345106344581518
0,0.8,6,4672900.0,1.4331141287566478,HEDJ 1,hydro,485841414.6440354,74790981.00726643,TENT B1,4.345106344581518
0,0.8,7,5038100.0,1.5033772291439824,Vrla 1,hydro,485841414.6440354,74790981.00726643,TENT B1,4.345106344581518
0,0.8,8,5071300.0,12.737222100661846,TETO NS,thermal-gas,485841414.6440354,74790981.00726643,TENT B1,4.345106344581518
0,0.8,9,5046400.0,9.283131553322061,mixed,mixed,485841414.6440354,74790981.00726643,TENT B1,4.345106344581518
0,0.8,10,5046400.0,6.662647294637154,Solarna Elektrana,solar,485841414.6440354,74790981.00726643,TENT B1,4.345106344581518
0,0.8,11,5029800.0,1.5033772291439824,Vrla 1,hydro,485841414.6440354,74790981.00726643,TENT B1,4.345106344581518
0,0.8,12,4980000.0,1.4824239897219762,Vrla 3,hydro,485841414.6440354,74790981.00726643,TENT B1,4.345106344581518
0,0.8,13,4963400.0,1.4575914148594258,HE Pirot,hydro,485841414.6440354,74790981.00726643,TENT B1,4.345106344581518
0,0.8,14,4921900.0,1.4575914148594258,HE Pirot,hydro,485841414.6440354,74790981.00726643,TENT B1,4.345106344581518
0,0.8,15,4921900.0,1.4575914148594258,HE Pirot,hydro,485841414.6440354,74790981.00726643,TENT B1,4.345106344581518
0,0.8,16,4921900.0,1.4575914148594258,HE Pirot,hydro,485841414.6440354,74790981.00726643,TENT B1,4.345106344581518
0,0.8,17,5096200.0,12.737222100661846,TETO NS,thermal-gas,485841414.6440354,74790981.00726643,TENT B1,4.345106344581518
0,0.8,18,5187500.0,12.737222100661846,TETO NS,thermal-gas,485841414.6440354,74790981.00726643,TENT B1,4.345106344581518
0,0.8,19,5174827.707,12.737222100661846,TETO NS,thermal-gas,485841414.6440354,74790981.00726643,TENT B1,4.345106344581518
0,0.8,20,5158241.72,12.737222100661846,TETO NS,thermal-gas,485841414.6440354,74790981.00726643,TENT B1,4.345106344581518
0,0.8,21,4967502.879,1.4704710737410567,Vrla 4,hydro,485841414.6440354,74790981.00726643,TENT B1,4.345106344581518
0,0.8,22,4793350.023,1.4331141287566478,HEDJ 1,hydro,485841414.6440354,74790981.00726643,TENT B1,4.345106344581518
0,0.8,23,4635783.154,1.4331141287566478,HEDJ 1,hydro,485841414.6440354,74790981.00726643,TENT B1,4.345106344581518
0,0.85,0,4619197.168,1.520772603204068,HEDJ 1,hydro,485841414.6440354,74790981.00726643,TENT B1,4.556228504103801
0,0.85,1,4461630.298,1.520772603204068,HEDJ 1,hydro,485841414.6440354,74790981.00726643,TENT B1,4.556228504103801
0,0.85,2,4469923.292,1.520772603204068,HEDJ 1,hydro,485841414.6440354,74790981.00726643,TENT B1,4.556228504103801
0,0.85,3,4386993.36,1.520772603204068,HEDJ 1,hydro,485841414.6440354,74790981.00726643,TENT B1,4.556228504103801
0,0.85,4,4254305.47,1.5193551319689185,Zvornik,hydro,485841414.6440354,74790981.00726643,TENT B1,4.556228504103801
0,0.85,5,4204547.512,1.4825242873870668,HEDJ 2,hydro,485841414.6440354,74790981.00726643,TENT B1,4.556228504103801
0,0.85,6,4672900.0,1.520772603204068,HEDJ 1,hydro,485841414.6440354,74790981.00726643,TENT B1,4.556228504103801
0,0.85,7,5038100.0,1.595333446573843,Vrla 1,hydro,485841414.6440354,74790981.00726643,TENT B1,4.556228504103801
0,0.85,8,5071300.0,13.493076020947562,TETO NS,thermal-gas,485841414.6440354,74790981.00726643,TENT B1,4.556228504103801
0,0.85,9,5046400.0,8.64737365382509,mixed,mixed,485841414.6440354,74790981.00726643,TENT B1,4.556228504103801
0,0.85,10,5046400.0,7.078274383539642,Solarna Elektrana,solar,485841414.6440354,74790981.00726643,TENT B1,4.556228504103801
0,0.85,11,5029800.0,1.595333446573843,Vrla 1,hydro,485841414.6440354,74790981.00726643,TENT B1,4.556228504103801
0,0.85,12,4980000.0,1.5730985723080995,Vrla 3,hydro,485841414.6440354,74790981.00726643,TENT B1,4.556228504103801
0,0.85,13,4963400.0,1.5467470775037429,HE Pirot,hydro,485841414.6440354,74790981.00726643,TENT B1,4.556228504103801
0,0.85,14,4921900.0,1.5467470775037429,HE Pirot,hydro,485841414.6440354,74790981.00726643,TENT B1,4.556228504103801
0,0.85,15,4921900.0,1.5467470775037429,HE Pirot,hydro,485841414.6440354,74790981.00726643,TENT B1,4.556228504103801
